Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Chinese Flagship,prod,"chineseflagship.dl8.umn.edu, chineseflagship.umn.edu",meyer150,chineseflagship.umn.edu,OVPR - Office of Vice President for Research,
Center for Cognitive Sciences,prod,cogsci.dl8.umn.edu,meyer150,cogsci.umn.edu,OVPR - Office of Vice President for Research,
Center for Allied Health Programs,"dev, test, prod","alliedhealth.stg.umn.edu, alliedhealth.dev.umn.edu, mls.umn.edu, www.alliedhealth-temp.umn.edu","meyer150, engeb013, lang0925",www.alliedhealth-temp.umn.edu,OVPR - Office of Vice President for Research,
Center for Health Interprofessional Programs,"dev, test, prod","chip.dev.umn.edu, chip.stg.umn.edu, www.chip.umn.edu","engeb013, meyer150, lang0925",chip.umn.edu,OVPR - Office of Vice President for Research,
Office of Undergraduate Research,"dev, test, prod","apply-ugresearch-d8.dev.umn.edu, apply-ugresearch-d8.stg.umn.edu, apply-ugresearch.prd.umn.edu, apply-ugresearch.umn.edu, www.apply-ugresearch.umn.edu, apply-ugresearch.dev.umn.edu","meyer150, lang0925",apply-ugresearch.umn.edu,OVPR - Office of Vice President for Research,
Student Learning Outcomes,"dev, test, prod","slo.dev.umn.edu, slo.stg.umn.edu, slo.umn.edu, www.slo.umn.edu","meyer150, lang0925",slo.umn.edu,OVPR - Office of Vice President for Research,
Political Science Intranet,"test, prod","intranet-polisci.stg.umn.edu, intranet-polisci.dev.umn.edu, intranet-polisci.dl9.umn.edu","schw1468, pasch082",intranet.polisci.umn.edu,Political Science Department (10984),
Tobacco Research Programs,"dev, test, prod","www.tobaccoresearch.umn.edu, tobaccoresearch.stg.umn.edu, tobaccoresearch.dev.umn.edu, tobaccoresearch.dl9.umn.edu, tobaccoresearch.umn.edu",maert006,tobaccoresearch.umn.edu,Prevention & EtiologyCC,
Print Shop Web Team,"dev, test, prod","psweb.stg.umn.edu, psweb.dev.umn.edu",anderslj,psweb.umn.edu,Printing Plant,
Product Design Minnesota,"test, prod","pdesmn.stg.umn.edu, pdesmn.dev.umn.edu, pdesmn.dl9.umn.edu",pdesmn,pdesmn.umn.edu,Product Design,
EOLOS Wind Energy Research Consortium,"dev, test, prod","eolos.stg.umn.edu, eolos.dev.umn.edu, eolos.dl9.umn.edu","ctn, helge407, bran0487",eolos.umn.edu,SAFL - St Anthony Falls Lab,
Minnesota Study on Wind Turbine Acoustics,"test, prod","mnsowta.stg.umn.edu, mnsowta.dev.umn.edu, mnsowta.dl9.umn.edu","bran0487, helge407",mnsowta.safl.umn.edu,SAFL - St Anthony Falls Lab,
LIFE: Linked Institutions for Future Earth,"dev, test, prod","life-2100.stg.umn.edu, life-2100.dev.umn.edu, life-2100.dl9.umn.edu","helge407, bran0487",life.umn.edu,SAFL - St Anthony Falls Lab,
Cavitation and Bubbly Flows,"dev, test, prod","cav.stg.umn.edu, cav.dev.umn.edu, cav.dl9.umn.edu, cav.safl.umn.edu","ctn, imxxx021, jhong",cav.umn.edu,SAFL - St Anthony Falls Lab,
National Center for Earth-Surface Dynamics 2,"dev, test, prod","www.nced.umn.edu, nced.stg.umn.edu, nced.dev.umn.edu, nced.dl8.umn.edu, repository.nced.umn.edu, nced.umn.edu","ctn, bran0487, rapa0020",nced.umn.edu,SAFL - St Anthony Falls Lab,
Stormwater Research,"test, prod","stormwater-safl.stg.umn.edu, stormwater-safl.dev.umn.edu, stormwater-safl.dl8.umn.edu","ctn, eric0706, helge407, bran0487",stormwater.safl.umn.edu,SAFL - St Anthony Falls Lab,
Stormwater Research,"test, prod","stormwaterbook.dl8.umn.edu, stormwaterbook.dev.umn.edu, stormwaterbook.stg.umn.edu, stormwaterbook.dl.umn.edu","eric0706, helge407, bran0487",stormwaterbook.safl.umn.edu,SAFL - St Anthony Falls Lab,
SAFL Student Fund,"test, prod","sc.stg.umn.edu, sc.dev.umn.edu, sc.dl8.umn.edu","ctn, helge407, bran0487",sc.safl.umn.edu,SAFL - St Anthony Falls Lab,
Institute for Research in Statistics and its Applications,"test, prod","irsa.stg.umn.edu, irsa.dev.umn.edu, irsa.dl9.umn.edu, irsa.stat.umn.edu",axel0072,irsa.umn.edu,School of Statistics(10991),
School of Statistics Intranet,"test, prod","intranet-stat.dev.umn.edu, intranet.stat.umn.edu, intranet-stat.stg.umn.edu",axel0072,intranet.stat.umn.edu,School of Statistics(10991),
Sara Algeri,"dev, test, prod","salgeri.dl8.umn.edu, salgeri.stg.umn.edu, salgeri.umn.edu",salgeri,salgeri.umn.edu,School of Statistics(10991),
Childcare Access,"dev, test, prod","childcareaccess.stg.umn.edu, childcareaccess.dev.umn.edu, childcareaccess.dl9.umn.edu",leex5089,childcareaccess.umn.edu,Social Work Admin,
Rural Veterans Applying Mind Body Skills for Pain (RAMP),prod,"ramp.dev.umn.edu, ramp.stg.umn.edu","bange001, evans972",ramp.umn.edu,SoN - School of Nursing,
SoN Current Students,prod,"nursingcurrentstudents.dev.umn.edu, nursingcurrentstudents.stg.umn.edu",pfan0001,nursingcurrentstudents.umn.edu,SoN - School of Nursing,
Foresight Leadership,prod,"foresightleadership.dev.umn.edu, foresightleadership.stg.umn.edu",pfan0001,foresightleadership.umn.edu,SoN - School of Nursing,
School of Nursing Intranet,prod,"nursingintranet.dev.umn.edu, nursingintranet.stg.umn.edu",pfan0001,nursingintranet.umn.edu,SoN - School of Nursing,
Nursing Big Data Repository,prod,"nursingbigdatarepository.dev.umn.edu, nursingbigdatarepository.stg.umn.edu",pfan0001,nursingbigdatarepository.umn.edu,SoN - School of Nursing,
School of Nursing COVID-19,prod,"nursingcovid-19.dev.umn.edu, foresightinitiative.umn.edu",pfan0001,nursingcovid-19.umn.edu,SoN - School of Nursing,
Balbo Lab,prod,"balbolab.dev.umn.edu, balbolab.stg.umn.edu",balbo006,balbolab.umn.edu,SPH - School of Public Health,
Leadership Education and Training in Maternal and Child Health,prod,"let.dev.umn.edu, let.stg.umn.edu, www.let.umn.edu",johns260,let.umn.edu,SPH - School of Public Health,
Smart detection of social distancing,prod,"sd2.dev.umn.edu, sd2.stg.umn.edu",julianw,sd2.umn.edu,SPH - School of Public Health,
Nun Study,"dev, test, prod","nunstudy.dev.umn.edu, nunstudy.umn.edu, nunstudy.stg.umn.edu",meger001,nunstudy.umn.edu,SPH - School of Public Health,
Flex Monitoring Team,"dev, test, prod","flexmonitoring.dev.umn.edu, flexmonitoring.stg.umn.edu, flexmonitoring.org, www.flexmonitoring.org","dougl361, angus025, lahrx074",flexmonitoring.umn.edu,SPH - School of Public Health,
PLUS Consortium Intranet,"dev, test, prod","plusintranet.dev.umn.edu, plusintranet.stg.umn.edu, www.plusintranet.umn.edu, plusintranet.prd.umn.edu","chary, archi009, putnams",plusintranet.umn.edu,SPH - School of Public Health,
Ziyue Zhu,"test, prod","zhux0502.stg.umn.edu, zhux0502.dev.umn.edu, zhux0502.dl9.umn.edu",zhux0502,zhux0502.umn.edu,Statistics School of (10991),
Writing that Works,"dev, test, prod","writingthatworks.stg.umn.edu, writingthatworks.dev.umn.edu, writingthatworks.dl9.umn.edu, writingthatworks.carlsonschool.umn.edu",vladasg,writingthatworks.umn.edu,Strategic Mgmt & Entrepreneur (11271),
UMN Neuromodulation Services,"test, prod","neuromod-partnerships.stg.umn.edu, neuromod-partnerships.dev.umn.edu, neuromod-partnerships.dl9.umn.edu","kmolitor, nel01295",neuromod-partnerships.umn.edu,Strategic Mgmt & Entrepreneur (11271),
Undergraduate Academic Advising,"dev, test, prod","advisor.dev.umn.edu, advisor.stg.umn.edu, advisor.umn.edu, www.advisor.umn.edu, advisors.umn.edu, www.advisors.umn.edu, adviser.umn.edu, www.adviser.umn.edu","meyer150, lang0925",advisor.umn.edu,Student Success Undergrad Ed,
University of Minnesota Club Tennis Team,"test, prod","www.tenniscb.umn.edu, tennisclub.stg.umn.edu, tennisclub.dev.umn.edu, tennisclub.dl9.umn.edu","catta008, tenniscb",tennisclub.umn.edu,SUA - CLP - Campus Life Program (Student Org),
University of Minnesota Nordic Ski Team,"dev, test, prod","nordic.stg.umn.edu, nordic.dev.umn.edu, nordic.dl9.umn.edu","slett151, nordic",nordic.umn.edu,SUA - CLP - Campus Life Program (Student Org),
Mock Trial,"test, prod","mocktrial.dl8.umn.edu, mocktrial.stg.umn.edu",mtrial,mocktrial.umn.edu,SUA - CLP - Campus Life Program (Student Org),
Second Language Education Graduate Student Association,"test, prod",slegsa.stg.umn.edu,sle,slegsa.umn.edu,SUA - CLP - Campus Life Program (Student Org),
University of Minnesota Army ROTC,"test, prod","arotc.stg.umn.edu, arotc.dev.umn.edu, arotc.dl9.umn.edu","frenc268, adejesus",arotc.umn.edu,SUA - Student Unions & Activities,
Office for Student Affairs Care Manager,"dev, test, prod","care.stg.umn.edu, care.dev.umn.edu, care.dl9.umn.edu, caremanager.umn.edu","fonta056, leibfrie",care.umn.edu,SUA - Student Unions & Activities,
Training Site,prod,jody.umn.edu,mahaf001,jody.umn.edu,SUA - Student Unions & Activities,
Financial Instruction,"test, prod","financial.stg.umn.edu, financial.dev.umn.edu, financial.dl9.umn.edu",payet003,financial.umn.edu,UFIN - University Finance,
Institutional Data and Research,"dev, test, prod","idr.dev.umn.edu, idr.stg.umn.edu, idr.prd.umn.edu, www.idr.umn.edu, www.oir.umn.edu, oir.umn.edu","tarab005, kendrick, perr0273, delo0041",idr.umn.edu,UFIN - University Finance,
Office of Internal Audit,"dev, prod","audit-dl9.dev.umn.edu, audit-dl9.stg.umn.edu, audit.dl9.umn.edu",wolfa001,audit.umn.edu,UFIN - University Finance,
LLLresearch,prod,"lllresearch.dev.umn.edu, lllresearch.stg.umn.edu",botx0006,lllresearch.umn.edu,UFIN - University Finance,
Student Clubs and Organizations,prod,"student-clubs-organizations-crk.dev.umn.edu, student-clubs-organizations-crk.stg.umn.edu",albailey,student-clubs-organizations.crk.umn.edu,UMC - Crookston,
Sustainability Education,prod,"susted.dev.umn.edu, susted.stg.umn.edu","albailey, katys, milan061, laub0068",susted.umn.edu,UMC - Crookston,
Northwest Educational Technology System (NETS),prod,"nets-crk.dl9.dev.umn.edu, nets-crk.dl9.stg.umn.edu, nets-crk.dl9.umn.edu","albailey, winte497",nets.crk.umn.edu,UMC - Crookston,
Natural Products Research,"dev, test, prod","naturalproducts.stg.umn.edu, naturalproducts.dev.umn.edu, naturalproducts.dl9.umn.edu, naturalproducts.crk.umn.edu","albailey, mukku002",naturalproducts.umn.edu,UMC - Crookston,
Freshwater Sponges,"test, prod","freshwatersponges.stg.umn.edu, freshwatersponges.dev.umn.edu, freshwatersponges.dl9.umn.edu",dudl0006,freshwatersponges.crk.umn.edu,UMC - Crookston,
Protect the Nest,prod,"protectthenest-crk.dev.umn.edu, protectthenest-crk.stg.umn.edu",albailey,protectthenest.crk.umn.edu,UMC - Crookston,
Robotics (Crookston),"test, prod","robotics.dl8.umn.edu, robotics.stg.umn.edu, robotics.crk.umn.edu","albailey, murry035",robotics.umn.edu,UMC - Crookston,
Research Labs at the U of MN Crookston,prod,labs.crk.umn.edu,albailey,labs.crk.umn.edu,UMC - Crookston,
kirby weddings,prod,"kirbyweddings-d.dev.umn.edu, kirbyweddings-d.stg.umn.edu","batchiso, sbradt, amanteuf",kirbyweddings.d.umn.edu,UMD - Duluth,
Incubator for Digital Entrepreneurship in the Creative Industries,prod,"idece.dev.umn.edu, ideci.d.umn.edu","batchiso, sbradt, amanteuf",idece.d.umn.edu,UMD - Duluth,
Sandbox (Lite),prod,"d8-lite.d.umn.edu, d8-lite-d.dev.umn.edu","batchiso, sbradt, amanteuf",d8-lite.d.umn.edu,UMD - Duluth,
Heritage Society (new),"dev, test, prod","heritagesociety.dev.umn.edu, heritagesociety.stg.umn.edu","cmahan, awojciec, hinte019, rein0455, auden",heritagesociety.umn.edu,UMF - University of MN Foundation,
Champions for Children,prod,"championsforchildren.dev.umn.edu, championsforchildren.stg.umn.edu, championsforchildren.dl9.umn.edu",pet00503,championsforchildren.umn.edu,UMF - University of MN Foundation,
Student Caller,"dev, test, prod","studentcallers.dev.umn.edu, studentcallers.stg.umn.edu, studentcallers.umn.edu, www.studentcallers.umn.edu, mengage.umn.edu, www.mengage.umn.edu","cmahan, awojciec, rein0455, auden",studentcallers.umn.edu,UMF - University of MN Foundation,
University of Minnesota Women's Club,"dev, test, prod","umwc.dev.umn.edu, umwc.stg.umn.edu, umwc.umn.edu, www.umwc.umn.edu","cundy024, nosek022",umwc.umn.edu,UMF - University of MN Foundation,
RSVP,"dev, test, prod","rsvp.dev.umn.edu, rsvp.stg.umn.edu, rsvp.prd.umn.edu, rsvp.umn.edu, www.rsvp.umn.edu","cmahan, awojciec, rein0455, auden",rsvp.umn.edu,UMF - University of MN Foundation,
Pirinelli Teaching and Research,"test, prod","pirinellilab.stg.umn.edu, pirinellilab.dev.umn.edu, pirinellilab.dl9.umn.edu",apirinel,pirinellilab.umn.edu,UMM - Morris,
UMR Public Health,prod,"umrpublichealth.dev.umn.edu, umrpublichealth.stg.umn.edu","kosiecki, jbarnett",umrpublichealth.umn.edu,UMR - Rochester,
Rochester Intranet,"test, prod","intranet-r.dev.umn.edu, intranet-r.stg.umn.edu",dies0044,intranet.r.umn.edu,UMR - Rochester,
Xavier Prat-Resina's site,prod,"pratresina.umn.edu, pratresina.dev.umn.edu",pratr001,pratresina.umn.edu,UMR - Rochester,
University of Minnesota Retirees (UMRA),"dev, test, prod","umra-d9.dev.umn.edu, umra-d9.stg.umn.edu, umra-d9.prd.umn.edu, www.umra.umn.edu","leegi001, fierk007, fierk011",umra.umn.edu,UMRA - Retirees Association,
University Retirees Volunteer Center,"dev, test, prod","urvc.dl8.umn.edu, urvc.stg.umn.edu, urvc.dev.umn.edu","ander049, rmlunde",urvc.umn.edu,UMRA - Retirees Association,
Benefits Advisory Committee,"test, prod","bac.stg.umn.edu, bac.dev.umn.edu, bac.dl9.umn.edu","berichse, senate, kwap0003",bac.umn.edu,University Senate,
SSMS Training,"test, prod","intranet-ssms.stg.umn.edu, intranet-ssms.dev.umn.edu, intranet-ssms.dl9.umn.edu",berichse,intranet-ssms.umn.edu,University Senate,
University Senate,"dev, test, prod","www.usenate.umn.edu, usenate.stg.umn.edu, usenate.dev.umn.edu, usenate.dl9.umn.edu","berichse, abathke, pool0117",usenate.umn.edu,University Senate,
University Awards & Honors,"dev, test, prod","uawards.stg.umn.edu, uawards.dev.umn.edu, uawards.dl9.umn.edu","courtney, senate, pool0117, abathke",uawards.umn.edu,University Senate,
Vice President for Strategic Initiatives Search,"dev, test, prod","vp-strategic-initiatives-search.umn.edu, vp-strategic-initiatives-search.dev.umn.edu, vp-strategic-initiatives-search.stg.umn.edu",dtadege,vp-strategic-initiatives-search.umn.edu,UR - University Relations (URel),
Vice President for Communications Search,"dev, test, prod","vp-communications-search.dev.umn.edu, vp-communications-search.stg.umn.edu",dtadege,vp-communications-search.umn.edu,UR - University Relations (URel),
College in 3,prod,"collegein3.dev.umn.edu, collegein3.stg.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",collegein3.umn.edu,UR - University Relations (URel),
Presidential Search,"urtst, dev, test, prod","interim-pres-search.stg.umn.edu, interim-pres-search.dev.umn.edu, www.interim-pres-search.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",interim-pres-search.umn.edu,UR - University Relations (URel),
College of Pharmacy Intranet,"dev, test, prod","intranet-pharmacy-d9.dl9.umn.edu, intranet-pharmacy-d9.stg.umn.edu, intranet-pharmacy-d9.dev.umn.edu, www.intranet.pharmacy.umn.edu, intranet-pharmacy.umn.edu, intranet.pharmacy.umn.edu","dtadege, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",intranet.pharmacy.umn.edu,UR - University Relations (URel),
NXT GEN AG,prod,"nxtgenag.dev.umn.edu, nxtgenag.stg.umn.edu, rural-leadership.umn.edu",albailey,nxtgenag.umn.edu,UR - University Relations (URel),
Online Privacy,prod,"privacy.dev.umn.edu, privacy.stg.umn.edu, privacy.dl8.umn.edu, privacy.umn.edu, www.privacy.umn.edu","dtadege, sfroehli, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",privacy.umn.edu,UR - University Relations (URel),
Drupal Advisory Board,"test, prod","drupal-advisory.umn.edu, drupaladvisory.dev.umn.edu, drupaladvisory.stg.umn.edu","dtadege, sfroehli, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",drupaladvisory.umn.edu,UR - University Relations (URel),
MC User Group,prod,"mc-user-group.dl8.umn.edu, mc-user-group.umn.edu, mc-user-group.dl.umn.edu",peck0081,mc-user-group.umn.edu,UR - University Relations (URel),
president.umn.edu,"dev, test, prod","president-d8.dev.umn.edu, president-d8.stg.umn.edu, president.prd.umn.edu, president.umn.edu, www.president.umn.edu, system-strategic-plan.umn.edu, strategic-planning.umn.edu, president-transition.umn.edu, www.president-transition.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",president.umn.edu,UR - University Relations (URel),
bias-response-d8,"dev, test, prod","bias-response.dev.umn.edu, bias-response.stg.umn.edu, bias-response.umn.edu, www.bias-response.umn.edu, bias-response-d8.prd.umn.edu, biasresponse.umn.edu, www.biasresponse.umn.edu","dtadege, urweb, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",bias-response.umn.edu,UR - University Relations (URel),
Theme,"urtst, dev, prod","theme.dev.umn.edu, theme.stg.umn.edu, theme.urtst.umn.edu","sfroehli, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",theme.umn.edu,UR - University Relations (URel),
USIT DL8 Skunkworks,prod,usitskunkworks.dl8.umn.edu,irsfe008,usitskunkworks.umn.edu,US - University Services,
The O'Connor Lab,prod,"oconnorlab-vetmed.dev.umn.edu, oconnorlab-vetmed.stg.umn.edu","barne063, luss0021",oconnorlab-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
Chronic Wasting Disease homepage,prod,"cwd.dev.umn.edu, cwd.stg.umn.edu, chronicwastingdisease.umn.edu","mmoen, luss0021",cwd.umn.edu,Vetmed - Veterinarian Medicine,
Morrison Swine Health Monitoring Program,prod,"mnshmp-dl9.dev.umn.edu, mnshmp-dl9.stg.umn.edu, mnshmp.dl9.umn.edu, mshmp.umn.edu","valla020, yue00075",mnshmp.umn.edu,Vetmed - Veterinarian Medicine,
Retrovirus and RNA Biology,prod,"retrovrna.dev.umn.edu, retrovrna.stg.umn.edu","barne063, luss0021",retrovrna.umn.edu,Vetmed - Veterinarian Medicine,
Veterinary Anatomy Museum,prod,"vetanatomy.stg.umn.edu, vetanatomy.dev.umn.edu, vetanatomy.dl9.umn.edu",luss0021,vetanatomy.museum.umn.edu,Vetmed - Veterinarian Medicine,
E. coli and Salmonella Predictive Risk Assessment Tool,prod,"esprat.dev.umn.edu, esprat.stg.umn.edu","millere, tjj, luss0021",esprat.umn.edu,Vetmed - Veterinarian Medicine,
Fang Li Lab,prod,"fanglilab.dev.umn.edu, fanglilab.stg.umn.edu","barne063, luss0021",fanglilab.umn.edu,Vetmed - Veterinarian Medicine,
Allen D. Leman Swine Conference Espanol,prod,"lemanespanol.dev.umn.edu, lemanespanol.stg.umn.edu","valla020, luss0021",lemanespanol.umn.edu,Vetmed - Veterinarian Medicine,
OH-SMART (One Health Systems Mapping and Analysis Resource Toolkit),prod,"oh-smart.dev.umn.edu, oh-smart.stg.umn.edu","mgustafs, luss0021",oh-smart.umn.edu,Vetmed - Veterinarian Medicine,
Modiano Lab,prod,"modianolab.stg.umn.edu, modianolab.dev.umn.edu","keauxier, luss0021",modianolab.umn.edu,Vetmed - Veterinarian Medicine,
One Health and Evolutionary Medicine,prod,"larsenlab.dev.umn.edu, larsenlab.stg.umn.edu",plarsen,larsenlab.umn.edu,Vetmed - Veterinarian Medicine,
Stackable Poultry Training Programs,prod,"poultrytraining.dev.umn.edu, poultrytraining.stg.umn.edu","foxxx055, luss0021",poultrytraining.umn.edu,Vetmed - Veterinarian Medicine,
Student Initiative for Reservation Veterinary Services (SIRVS),prod,sirvs.dev.umn.edu,walzx148,sirvs.umn.edu,Vetmed - Veterinarian Medicine,
ProgRESSVet,prod,"progressvet-dl8.dev.umn.edu, progressvet.dl8.umn.edu",apendlet,progressvet.umn.edu,Vetmed - Veterinarian Medicine,
Secure Poultry Supply,prod,"securepoultrysupply.dl8.umn.edu, securepoultrysupply.dev.umn.edu, securepoultrysupply.dl.umn.edu",brin0014,securepoultrysupply.umn.edu,Vetmed - Veterinarian Medicine,
Veterinary Anatomy,prod,veterinary-anatomy.dev.umn.edu,luss0021,veterinary.anatomy.umn.edu,Vetmed - Veterinarian Medicine,
Secure Food Systems,"test, prod","securefoodsystems.umn.edu, securefoodsystems.dev.umn.edu, securefoodsystems.dl8.umn.edu, securefoodsystems.stg.umn.edu",brin0014,securefoodsystems.umn.edu,Vetmed - Veterinarian Medicine,
Cheeran Lab,prod,cheeranlab.umn.edu,keauxier,cheeranlab.umn.edu,Vetmed - Veterinarian Medicine,
Christina Ewig,"dev, test, prod","christinaewig.stg.umn.edu, christinaewig.dev.umn.edu, christinaewig.dl9.umn.edu",cewig,christinaewig.umn.edu,Women and Public Policy (10752),
